2024-05-22 14:28:23.794393,GOPR0343.JPG,38.4022339,141.4101799,3.38
2024-05-22 14:28:27.696719,GOPR0344.JPG,38.4022328,141.4101835,4.05
2024-05-22 14:43:12.896630,GOPR0345.JPG,38.3995102,141.4105045,-16.31
2024-05-22 14:43:16.604325,GOPR0346.JPG,38.3995091,141.4105226,-16.47
2024-05-22 14:43:20.892476,GOPR0347.JPG,38.3995047,141.4105529,-16.68
2024-05-22 14:43:24.894959,GOPR0348.JPG,38.3994995,141.4105753,-17.41
2024-05-22 14:43:28.604825,GOPR0349.JPG,38.3994947,141.4105962,-18.39
2024-05-22 14:43:32.685088,GOPR0350.JPG,38.3994865,141.4106237,-18.95
2024-05-22 14:43:36.531222,GOPR0351.JPG,38.3994913,141.4106428,-18.88
2024-05-22 14:43:40.534469,GOPR0352.JPG,38.3994858,141.410645,-21.17
2024-05-22 14:44:20.835483,GOPR0353.JPG,38.3994876,141.4106123,-40.57
2024-05-22 14:44:38.888344,GOPR0354.JPG,38.3994646,141.4106253,-49.52
2024-05-22 14:44:46.620309,GOPR0355.JPG,38.3994557,141.4106161,-53.84
2024-05-22 14:44:53.834561,GOPR0356.JPG,38.3994234,141.410593,-55.74
2024-05-22 14:44:57.799223,GOPR0357.JPG,38.399407,141.4105854,-57.34
2024-05-22 14:45:01.781516,GOPR0358.JPG,38.399413,141.410589,-58.45
2024-05-22 14:45:07.559945,GOPR0359.JPG,38.3994035,141.4105461,-60.11
2024-05-22 14:45:11.881619,GOPR0360.JPG,38.399401,141.4105184,-60.94
2024-05-22 14:45:15.835298,GOPR0361.JPG,38.3994008,141.4104875,-62.92
2024-05-22 14:45:19.595519,GOPR0362.JPG,38.3994037,141.410466,-63.96
2024-05-22 14:45:23.578707,GOPR0363.JPG,38.399411,141.4104366,-66.18
2024-05-22 14:45:27.777423,GOPR0364.JPG,38.3994291,141.4104068,-68.34
2024-05-22 14:45:31.612312,GOPR0365.JPG,38.399435,141.4103814,-69.04
2024-05-22 14:45:35.518841,GOPR0366.JPG,38.3994423,141.4103638,-70.82
2024-05-22 14:45:39.798178,GOPR0367.JPG,38.399459,141.4103224,-72.41
2024-05-22 14:45:43.591642,GOPR0368.JPG,38.3994678,141.410308,-72.91
2024-05-22 14:45:47.892946,GOPR0369.JPG,38.3994943,141.4102843,-75.07
2024-05-22 14:45:51.893023,GOPR0370.JPG,38.399513,141.4102653,-75.74
2024-05-22 14:45:55.581264,GOPR0371.JPG,38.3995271,141.4102511,-76.88
2024-05-22 14:45:59.867649,GOPR0372.JPG,38.3995472,141.4102324,-78.44
2024-05-22 14:46:03.872452,GOPR0373.JPG,38.3995634,141.4102258,-79.81
2024-05-22 14:46:07.862829,GOPR0374.JPG,38.3995732,141.4102206,-80.1
2024-05-22 14:46:11.850356,GOPR0375.JPG,38.3995802,141.4102163,-79.96
2024-05-22 14:46:15.849345,GOPR0376.JPG,38.3995892,141.4102161,3.83
2024-05-22 14:46:19.842558,GOPR0377.JPG,38.3995939,141.4102358,3.85
2024-05-22 14:46:23.820266,GOPR0378.JPG,38.3995991,141.410258,4.43
2024-05-22 14:46:27.814453,GOPR0379.JPG,38.399602,141.4102731,3.84
2024-05-22 14:46:31.818143,GOPR0380.JPG,38.3996094,141.4102803,4.02
2024-05-22 14:46:39.834006,GOPR0381.JPG,38.3996197,141.410297,4.27
2024-05-22 14:46:51.844733,GOPR0382.JPG,38.3996445,141.4102927,3.85
2024-05-22 14:46:55.844301,GOPR0383.JPG,38.3996607,141.4102851,3.74
2024-05-22 14:46:59.639282,GOPR0384.JPG,38.3996735,141.4102728,2.89
2024-05-22 14:47:03.552737,GOPR0385.JPG,38.3996838,141.4102476,2.43
2024-05-22 14:47:07.966844,GOPR0386.JPG,38.3996829,141.410199,2.16
2024-05-22 14:47:11.855128,GOPR0387.JPG,38.3996741,141.4101469,0.63
2024-05-22 14:49:15.842002,GOPR0404.JPG,38.3995141,141.409866,8.7
2024-05-22 14:49:34.827638,GOPR0405.JPG,38.3995267,141.4098526,7.99
2024-05-22 14:49:48.908067,GOPR0406.JPG,38.399542,141.4098414,6.29
2024-05-22 14:50:37.621576,GOPR0408.JPG,38.3995635,141.4098423,2.65
2024-05-22 14:50:49.628538,GOPR0409.JPG,38.3995785,141.4098505,2.5
2024-05-22 14:51:01.629020,GOPR0410.JPG,38.3995932,141.4098617,1.37
2024-05-22 14:51:11.742395,GOPR0411.JPG,38.3996059,141.4098754,0.37
2024-05-22 14:51:21.623364,GOPR0412.JPG,38.3996156,141.4098909,-0.92
2024-05-22 14:51:34.650968,GOPR0413.JPG,38.3996246,141.4099086,-1.17
2024-05-22 14:51:46.575867,GOPR0414.JPG,38.3996342,141.4099241,-2.77
2024-05-22 14:51:58.544526,GOPR0415.JPG,38.3996446,141.4099425,-4.16
2024-05-22 14:52:08.654357,GOPR0416.JPG,38.3996476,141.4099455,-5.35
2024-05-22 14:52:23.752001,GOPR0417.JPG,38.3996636,141.4099512,-6.74
2024-05-22 14:52:40.634867,GOPR0418.JPG,38.3996646,141.409972,-7.77
2024-05-22 14:53:23.828103,GOPR0419.JPG,38.3996749,141.4099898,-11.65
2024-05-22 14:53:41.754932,GOPR0420.JPG,38.3996822,141.4100219,-10.73
2024-05-22 14:53:46.572533,GOPR0421.JPG,38.3996978,141.4100326,-9.26
2024-05-22 14:53:50.758417,GOPR0422.JPG,38.3997117,141.4100101,-7.62
2024-05-22 14:53:54.768517,GOPR0423.JPG,38.3996926,141.4099936,-7.93
2024-05-22 14:53:58.759861,GOPR0424.JPG,38.3996841,141.4100101,-8.88
